code,HRG 1,Code Description
S550,YQ50,Injury of ulnar artery at forearm level
S551,YQ50,Injury of radial artery at forearm level
S552,YQ50,Injury of vein at forearm level
S557,YQ50,Injury of multiple blood vessels at forearm level
S558,YQ50,Injury of other blood vessels at forearm level
S559,YQ50,Injury of unspecified blood vessel at forearm level
S560,HE52,Injury of flexor muscle and tendon of thumb at forearm level
S561,HE52,Injury of long flexor muscle and tendon of other finger(s) at forearm level
S562,HE52,Injury of other flexor muscle and tendon at forearm level
S563,HE52,Injury of extensor or abductor muscles and tendons of thumb at forearm level
S564,HE52,Injury of extensor muscle and tendon of other finger(s) at forearm level
S565,HE52,Injury of other extensor muscle and tendon at forearm level
S567,HE52,Injury of multiple muscles and tendons at forearm level
S568,HE52,Injury of other and unspecified muscles and tendons at forearm level
S570,HE52,Crushing injury of elbow
S578,HE52,Crushing injury of other parts of forearm
S579,HE52,"Crushing injury of forearm, part unspecified"
S580,HE52,Traumatic amputation at elbow level
S581,HE52,Traumatic amputation at level between elbow and wrist
S589,HE52,"Traumatic amputation of forearm, level unspecified"
S597,HE52,Multiple injuries of forearm
S598,HE52,Other specified injuries of forearm
S599,HE52,Unspecified injury of forearm
S600,HE42,Contusion of finger(s) without damage to nail
S601,HE42,Contusion of finger(s) with damage to nail
S602,HE42,Contusion of other parts of wrist and hand
S607,HE42,Multiple superficial injuries of wrist and hand
S608,HE42,Other superficial injuries of wrist and hand
S609,HE42,"Superficial injury of wrist and hand, unspecified"
S610,HE42,Open wound of finger(s) without damage to nail
S611,HE42,Open wound of finger(s) with damage to nail
S617,HE42,Multiple open wounds of wrist and hand
S618,HE42,Open wound of other parts of wrist and hand
S619,HE42,"Open wound of wrist and hand, part unspecified"
S620,HE41,Fracture of navicular [scaphoid] bone of hand
S6200,HE41,Fracture of navicular [scaphoid] bone of hand: closed
S6201,HE41,Fracture of navicular [scaphoid] bone of hand: open
S621,HE41,Fracture of other carpal bone(s)
S6210,HE41,Fracture of other carpal bone(s): closed
S6211,HE41,Fracture of other carpal bone(s): open
S622,HE41,Fracture of first metacarpal bone
S6220,HE41,Fracture of first metacarpal bone: closed
S6221,HE41,Fracture of first metacarpal bone: open
S623,HE41,Fracture of other metacarpal bone
S6230,HE41,Fracture of other metacarpal bone: closed
S6231,HE41,Fracture of other metacarpal bone: open
S624,HE41,Multiple fractures of metacarpal bones
S6240,HE41,Multiple fractures of metacarpal bones: closed
S6241,HE41,Multiple fractures of metacarpal bones: open
S625,HE41,Fracture of thumb
S6250,HE41,Fracture of thumb: closed
S6251,HE41,Fracture of thumb: open
S626,HE41,Fracture of other finger
S6260,HE41,Fracture of other finger: closed
S6261,HE41,Fracture of other finger: open
S627,HE41,Multiple fractures of fingers
S6270,HE41,Multiple fractures of fingers: closed
S6271,HE41,Multiple fractures of fingers: open
S628,HE41,Fracture of other and unspecified parts of wrist and hand
S6280,HE41,Fracture of other and unspecified parts of wrist and hand: closed
S6281,HE41,Fracture of other and unspecified parts of wrist and hand: open
S630,HE42,Dislocation of wrist
S631,HE42,Dislocation of finger
S632,HE42,Multiple dislocations of fingers
S633,HE42,Traumatic rupture of ligament of wrist and carpus
S634,HE42,Traumatic rupture of ligament of finger at metacarpophalangeal and interphalangeal joint(s)
S635,HE42,Sprain and strain of wrist
S636,HE42,Sprain and strain of finger(s)
S637,HE42,Sprain and strain of other and unspecified parts of hand
S640,AA26,Injury of ulnar nerve at wrist and hand level
S641,AA26,Injury of median nerve at wrist and hand level
S642,AA26,Injury of radial nerve at wrist and hand level
S643,AA26,Injury of digital nerve of thumb
S644,AA26,Injury of digital nerve of other finger
S647,AA26,Injury of multiple nerves at wrist and hand level
S648,AA26,Injury of other nerves at wrist and hand level
S649,AA26,Injury of unspecified nerve at wrist and hand level
S650,YQ50,Injury of ulnar artery at wrist and hand level
S651,YQ50,Injury of radial artery at wrist and hand level
S652,YQ50,Injury of superficial palmar arch
S653,YQ50,Injury of deep palmar arch
S654,YQ50,Injury of blood vessel(s) of thumb
S655,YQ50,Injury of blood vessel(s) of other finger
S657,YQ50,Injury of multiple blood vessels at wrist and hand level
S658,YQ50,Injury of other blood vessels at wrist and hand level
S659,YQ50,Injury of unspecified blood vessel at wrist and hand level
S660,HE42,Injury of long flexor muscle and tendon of thumb at wrist and hand level
S661,HE42,Injury of flexor muscle and tendon of other finger at wrist and hand level
S662,HE42,Injury of extensor muscle and tendon of thumb at wrist and hand level
S663,HE42,Injury of extensor muscle and tendon of other finger at wrist and hand level
S664,HE42,Injury of intrinsic muscle and tendon of thumb at wrist and hand level
S665,HE42,Injury of intrinsic muscle and tendon of other finger at wrist and hand level
S666,HE42,Injury of multiple flexor muscles and tendons at wrist and hand level
S667,HE42,Injury of multiple extensor muscles and tendons at wrist and hand level
S668,HE42,Injury of other muscles and tendons at wrist and hand level
S669,HE42,Injury of unspecified muscle and tendon at wrist and hand level
S670,HE42,Crushing injury of thumb and other finger(s)
S678,HE42,Crushing injury of other and unspecified parts of wrist and hand
S680,HE42,Traumatic amputation of thumb (complete)(partial)
S681,HE42,Traumatic amputation of other single finger (complete)(partial)
S682,HE42,Traumatic amputation of two or more fingers alone (complete)(partial)
S683,HE42,Combined traumatic amputation of (part of) finger(s) with other parts of wrist and hand
S684,HE42,Traumatic amputation of hand at wrist level
S688,HE42,Traumatic amputation of other parts of wrist and hand
S689,HE42,"Traumatic amputation of wrist and hand, level unspecified"
S697,HE42,Multiple injuries of wrist and hand
S698,HE42,Other specified injuries of wrist and hand
S699,HE42,Unspecified injury of wrist and hand
S700,HE12,Contusion of hip
S701,HE12,Contusion of thigh
S707,HE12,Multiple superficial injuries of hip and thigh
S708,HE12,Other superficial injuries of hip and thigh
S709,HE12,"Superficial injury of hip and thigh, unspecified"
S710,HE12,Open wound of hip
S711,HE12,Open wound of thigh
S717,HE12,Multiple open wounds of hip and thigh
S718,HE12,Open wound of other and unspecified parts of pelvic girdle
S720,HE11,Fracture of neck of femur
S7200,HE11,Fracture of neck of femur: closed
S7201,HE11,Fracture of neck of femur: open
S721,HE11,Pertrochanteric fracture
S7210,HE11,Pertrochanteric fracture: closed
S7211,HE11,Pertrochanteric fracture: open
S722,HE11,Subtrochanteric fracture
S7220,HE11,Subtrochanteric fracture: closed
S7221,HE11,Subtrochanteric fracture: open
S723,HE11,Fracture of shaft of femur
S7230,HE11,Fracture of shaft of femur: closed
S7231,HE11,Fracture of shaft of femur: open
S724,HE21,Fracture of lower end of femur
S7240,HE21,Fracture of lower end of femur: closed
S7241,HE21,Fracture of lower end of femur: open
S727,HE11,Multiple fractures of femur
S7270,HE11,Multiple fractures of femur: closed
S7271,HE11,Multiple fractures of femur: open
S728,HE11,Fractures of other parts of femur
S7280,HE11,Fractures of other parts of femur: closed
S7281,HE11,Fractures of other parts of femur: open
S729,HE11,"Fracture of femur, part unspecified"
S7290,HE11,"Fracture of femur, part unspecified: closed"
S7291,HE11,"Fracture of femur, part unspecified: open"
S730,HE12,Dislocation of hip
S731,HE12,Sprain and strain of hip
S740,AA26,Injury of sciatic nerve at hip and thigh level
S741,AA26,Injury of femoral nerve at hip and thigh level
S742,AA26,Injury of cutaneous sensory nerve at hip and thigh level
S747,AA26,Injury of multiple nerves at hip and thigh level
S748,AA26,Injury of other nerves at hip and thigh level
S749,AA26,Injury of unspecified nerve at hip and thigh level
S750,YQ50,Injury of femoral artery
S751,YQ50,Injury of femoral vein at hip and thigh level
S752,YQ50,Injury of greater saphenous vein at hip and thigh level
S757,YQ50,Injury of multiple blood vessels at hip and thigh level
S758,YQ50,Injury of other blood vessels at hip and thigh level
S759,YQ50,Injury of unspecified blood vessel at hip and thigh level
S760,HE12,Injury of muscle and tendon of hip
S761,HE12,Injury of quadriceps muscle and tendon
S762,HE12,Injury of adductor muscle and tendon of thigh
S763,HE12,Injury of muscle and tendon of the posterior muscle group at thigh level
S764,HE12,Injury of other and unspecified muscles and tendons at thigh level
S767,HE12,Injury of multiple muscles and tendons at hip and thigh level
S770,HE12,Crushing injury of hip
S771,HE12,Crushing injury of thigh
S772,HE12,Crushing injury of hip with thigh
S780,HE12,Traumatic amputation at hip joint
S781,HE12,Traumatic amputation at level between hip and knee
S789,HE12,"Traumatic amputation of hip and thigh, level unspecified"
S797,HE12,Multiple injuries of hip and thigh
S798,HE12,Other specified injuries of hip and thigh
S799,HE12,Unspecified injury of hip and thigh
S800,HE22,Contusion of knee
S801,HE22,Contusion of other and unspecified parts of lower leg
S807,HE22,Multiple superficial injuries of lower leg
S808,HE22,Other superficial injuries of lower leg
S809,HE22,"Superficial injury of lower leg, unspecified"
S810,HE22,Open wound of knee
S817,HE22,Multiple open wounds of lower leg
S818,HE22,Open wound of other parts of lower leg
S819,HE22,"Open wound of lower leg, part unspecified"
S820,HE21,Fracture of patella
S8200,HE21,Fracture of patella: closed
S8201,HE21,Fracture of patella: open
S821,HE21,Fracture of upper end of tibia
S8210,HE21,Fracture of upper end of tibia: closed
S8211,HE21,Fracture of upper end of tibia: open
S822,HE21,Fracture of shaft of tibia
S8220,HE21,Fracture of shaft of tibia: closed
S8221,HE21,Fracture of shaft of tibia: open
S823,HE31,Fracture of lower end of tibia
S8230,HE31,Fracture of lower end of tibia: closed
S8231,HE31,Fracture of lower end of tibia: open
S824,HE31,Fracture of fibula alone
S8240,HE31,Fracture of fibula alone: closed
S8241,HE31,Fracture of fibula alone: open
S825,HE31,Fracture of medial malleolus
S8250,HE31,Fracture of medial malleolus: closed
S8251,HE31,Fracture of medial malleolus: open
S826,HE31,Fracture of lateral malleolus
S8260,HE31,Fracture of lateral malleolus: closed
S8261,HE31,Fracture of lateral malleolus: open
S827,HE21,Multiple fractures of lower leg
S8270,HE21,Multiple fractures of lower leg: closed
S8271,HE21,Multiple fractures of lower leg: open
S828,HE21,Fractures of other parts of lower leg
S8280,HE21,Fractures of other parts of lower leg: closed
S8281,HE21,Fractures of other parts of lower leg: open
S829,HE21,"Fracture of lower leg, part unspecified"
S8290,HE21,"Fracture of lower leg, part unspecified: closed"
S8291,HE21,"Fracture of lower leg, part unspecified: open"
S830,HE22,Dislocation of patella
S831,HE22,Dislocation of knee
S832,HE22,"Tear of meniscus, current"
S833,HE22,"Tear of articular cartilage of knee, current"
S834,HE22,Sprain and strain involving (fibular)(tibial) collateral ligament of knee
S835,HE22,Sprain and strain involving (anterior)(posterior) cruciate ligament of knee
S836,HE22,Sprain and strain of other and unspecified parts of knee
S837,HE22,Injury to multiple structures of knee
S840,AA26,Injury of tibial nerve at lower leg level
S841,AA26,Injury of peroneal nerve at lower leg level
S842,AA26,Injury of cutaneous sensory nerve at lower leg level
S847,AA26,Injury of multiple nerves at lower leg level
S848,AA26,Injury of other nerves at lower leg level
S849,AA26,Injury of unspecified nerve at lower leg level
S850,YQ50,Injury of popliteal artery
